Epsilon Discount LearningLength TestLength L1Factor NumberOfFeatures MeanDataLikelihood MeanReward
0.1 0.9 27 1000 0.00305176 35 0.999089 0
0.1 0.9 27 1000 0.0038147 35 0.999413 0.002
0.1 0.9 27 1000 0.00476837 35 0.999688 0.001
0.1 0.9 27 1000 0.00596046 34 0.999266 0
0.1 0.9 27 1000 0.00745058 32 0.999587 0
0.1 0.9 27 1000 0.00931323 32 0.999489 0.002
0.1 0.9 27 1000 0.0116415 31 0.999103 0.001
0.1 0.9 27 1000 0.0145519 28 0.998973 0.002
0.1 0.9 27 1000 0.0181899 28 0.999374 0.009
0.1 0.9 27 1000 0.0227374 26 0.999035 0.001
0.1 0.9 27 1000 0.0284217 25 0.999417 0.001
0.1 0.9 27 1000 0.0355271 22 0.973759 0.002
0.1 0.9 27 1000 0.0444089 17 0.812367 0
0.1 0.9 33 1000 0 176 0.9999 0.191
0.1 0.9 33 1000 0.00125 55 0.999122 0.005
0.1 0.9 33 1000 0.0015625 55 0.998922 0.003
0.1 0.9 33 1000 0.00195312 54 0.999293 0
0.1 0.9 33 1000 0.00244141 51 0.999084 0
0.1 0.9 33 1000 0.00305176 48 0.999638 0.001
0.1 0.9 33 1000 0.0038147 48 0.999018 0
0.1 0.9 33 1000 0.00476837 47 0.999411 0
0.1 0.9 33 1000 0.00596046 47 0.999304 0
0.1 0.9 33 1000 0.00745058 43 0.999285 0.001
0.1 0.9 33 1000 0.00931323 41 0.999027 0.199
0.1 0.9 33 1000 0.0116415 35 0.958753 0.03
0.1 0.9 33 1000 0.0145519 32 0.958267 0.022
0.1 0.9 33 1000 0.0181899 28 0.957191 0.002
0.1 0.9 33 1000 0.0227374 26 0.92353 0.007
0.1 0.9 33 1000 0.0284217 22 0.804189 0.001
0.1 0.9 33 1000 0.0355271 16 0.706147 0
0.1 0.9 33 1000 0.0444089 14 0.622862 0
0.1 0.9 41 1000 0 164 0.966655 0.002
0.1 0.9 41 1000 0.00125 38 0.966592 0.001
0.1 0.9 41 1000 0.0015625 37 0.966222 0.001
0.1 0.9 41 1000 0.00195312 37 0.966642 0.001
0.1 0.9 41 1000 0.00244141 36 0.966635 0.002
0.1 0.9 41 1000 0.00305176 36 0.966365 0.002
0.1 0.9 41 1000 0.0038147 36 0.966334 0.007
0.1 0.9 41 1000 0.00476837 36 0.966279 0.002
0.1 0.9 41 1000 0.00596046 35 0.966686 0
0.1 0.9 41 1000 0.00745058 32 0.966235 0.001
0.1 0.9 41 1000 0.00931323 30 0.966213 0.035
0.1 0.9 41 1000 0.0116415 29 0.966582 0.004
0.1 0.9 41 1000 0.0145519 27 0.966465 0.004
0.1 0.9 41 1000 0.0181899 24 0.966144 0.016
0.1 0.9 41 1000 0.0227374 23 0.918052 0.005
0.1 0.9 41 1000 0.0284217 21 0.872817 0.006
0.1 0.9 41 1000 0.0355271 17 0.66547 0.001
0.1 0.9 41 1000 0.0444089 14 0.571643 0.004
0.1 0.9 51 1000 0 164 0.93819 0
0.1 0.9 51 1000 0.00125 49 0.938198 0.002
0.1 0.9 51 1000 0.0015625 48 0.938209 0.009
0.1 0.9 51 1000 0.00195312 46 0.938277 0.001
0.1 0.9 51 1000 0.00244141 44 0.938298 0
0.1 0.9 51 1000 0.00305176 44 0.938284 0
0.1 0.9 51 1000 0.0038147 44 0.938275 0.009
0.1 0.9 51 1000 0.00476837 43 0.931131 0.015
0.1 0.9 51 1000 0.00596046 42 0.931108 0
0.1 0.9 51 1000 0.00745058 42 0.931161 0
0.1 0.9 51 1000 0.00931323 41 0.931075 0.001
0.1 0.9 51 1000 0.0116415 38 0.93096 0.007
0.1 0.9 51 1000 0.0145519 38 0.931101 0.003
0.1 0.9 51 1000 0.0181899 32 0.926829 0.003
0.1 0.9 51 1000 0.0227374 29 0.926853 0.001
0.1 0.9 51 1000 0.0284217 25 0.873279 0.001
0.1 0.9 51 1000 0.0355271 20 0.743999 0.007
0.1 0.9 51 1000 0.0444089 16 0.608511 0.004
0.1 0.9 63 1000 0 164 0.949399 0.02
0.1 0.9 63 1000 0.00125 59 0.949424 0
0.1 0.9 63 1000 0.0015625 58 0.949548 0.001
0.1 0.9 63 1000 0.00195312 55 0.949587 0
0.1 0.9 63 1000 0.00244141 54 0.949576 0
0.1 0.9 63 1000 0.00305176 49 0.928721 0.001
0.1 0.9 63 1000 0.0038147 43 0.921239 0
0.1 0.9 63 1000 0.00476837 41 0.921032 0
0.1 0.9 63 1000 0.00596046 39 0.889595 0
0.1 0.9 63 1000 0.00745058 39 0.889616 0.004
0.1 0.9 63 1000 0.00931323 39 0.889586 0
0.1 0.9 63 1000 0.0116415 37 0.878781 0.001
0.1 0.9 63 1000 0.0145519 34 0.872002 0.001
0.1 0.9 63 1000 0.0181899 29 0.827165 0.001
0.1 0.9 63 1000 0.0227374 27 0.773694 0.002
0.1 0.9 63 1000 0.0284217 23 0.704112 0.012
0.1 0.9 63 1000 0.0355271 21 0.681623 0.008
0.1 0.9 63 1000 0.0444089 20 0.66345 0.001
0.1 0.9 78 1000 0 164 0.999457 0
0.1 0.9 78 1000 0.00125 50 0.999488 0.002
0.1 0.9 78 1000 0.0015625 49 0.999052 0
0.1 0.9 78 1000 0.00195312 48 0.998905 0
0.1 0.9 78 1000 0.00244141 47 0.999231 0.002
0.1 0.9 78 1000 0.00305176 43 0.998636 0
0.1 0.9 78 1000 0.0038147 42 0.999069 0.001
0.1 0.9 78 1000 0.00476837 37 0.999008 0.026
0.1 0.9 78 1000 0.00596046 37 0.998803 0.008
0.1 0.9 78 1000 0.00745058 35 0.999123 0.081
0.1 0.9 78 1000 0.00931323 32 0.980724 0.002
0.1 0.9 78 1000 0.0116415 30 0.937942 0.001
0.1 0.9 78 1000 0.0145519 29 0.929774 0.001
0.1 0.9 78 1000 0.0181899 26 0.896581 0.004
0.1 0.9 78 1000 0.0227374 22 0.790483 0.001
0.1 0.9 78 1000 0.0284217 19 0.749475 0
0.1 0.9 78 1000 0.0355271 16 0.650581 0
0.1 0.9 78 1000 0.0444089 15 0.640962 0.001
0.1 0.9 97 1000 0 164 0.855042 0.006
0.1 0.9 97 1000 0.00125 63 0.842693 0.002
0.1 0.9 97 1000 0.0015625 60 0.84181 0.005
0.1 0.9 97 1000 0.00195312 60 0.841506 0.002
0.1 0.9 97 1000 0.00244141 54 0.833647 0
0.1 0.9 97 1000 0.00305176 48 0.821025 0.015
0.1 0.9 97 1000 0.0038147 46 0.813664 0.001
0.1 0.9 97 1000 0.00476837 43 0.80973 0.001
0.1 0.9 97 1000 0.00596046 38 0.791188 0
0.1 0.9 97 1000 0.00745058 37 0.781182 0
0.1 0.9 97 1000 0.00931323 34 0.744222 0
0.1 0.9 97 1000 0.0116415 33 0.71512 0
0.1 0.9 97 1000 0.0145519 31 0.708956 0
0.1 0.9 97 1000 0.0181899 27 0.689036 0.001
0.1 0.9 97 1000 0.0227374 25 0.629188 0.003
0.1 0.9 97 1000 0.0284217 21 0.595609 0.003
0.1 0.9 97 1000 0.0355271 19 0.548017 0.001
0.1 0.9 97 1000 0.0444089 14 0.472628 0.006
0.1 0.9 121 1000 0 176 0.740855 0.02
0.1 0.9 121 1000 0.00125 86 0.733046 0.08
0.1 0.9 121 1000 0.0015625 74 0.727571 0.021
0.1 0.9 121 1000 0.00195312 67 0.719777 0.136
0.1 0.9 121 1000 0.00244141 64 0.717241 0.207
0.1 0.9 121 1000 0.00305176 59 0.712359 0.194
0.1 0.9 121 1000 0.0038147 57 0.710525 0.188
0.1 0.9 121 1000 0.00476837 52 0.696064 0.215
0.1 0.9 121 1000 0.00596046 46 0.689772 0.212
0.1 0.9 121 1000 0.00745058 41 0.684227 0.22
0.1 0.9 121 1000 0.00931323 36 0.668591 0.214
0.1 0.9 121 1000 0.0116415 33 0.663363 0.219
0.1 0.9 121 1000 0.0145519 31 0.656937 0.214
0.1 0.9 121 1000 0.0181899 25 0.587829 0.008
0.1 0.9 121 1000 0.0227374 23 0.557961 0.002
0.1 0.9 121 1000 0.0284217 20 0.538744 0.006
0.1 0.9 121 1000 0.0355271 17 0.471696 0.006
0.1 0.9 121 1000 0.0444089 14 0.433292 0.002
0.1 0.9 151 1000 0 176 0.94596 0.178
0.1 0.9 151 1000 0.00125 76 0.942746 0.175
0.1 0.9 151 1000 0.0015625 74 0.94218 0.207
0.1 0.9 151 1000 0.00195312 73 0.94226 0.197
0.1 0.9 151 1000 0.00244141 69 0.941331 0.2
0.1 0.9 151 1000 0.00305176 60 0.940851 0.208
0.1 0.9 151 1000 0.0038147 57 0.923408 0.187
0.1 0.9 151 1000 0.00476837 44 0.876994 0.002
0.1 0.9 151 1000 0.00596046 38 0.839455 0.001
0.1 0.9 151 1000 0.00745058 36 0.827251 0.001
0.1 0.9 151 1000 0.00931323 32 0.804773 0.009
0.1 0.9 151 1000 0.0116415 31 0.797244 0
0.1 0.9 151 1000 0.0145519 31 0.797169 0.006
0.1 0.9 151 1000 0.0181899 30 0.794713 0.011
0.1 0.9 151 1000 0.0227374 28 0.782544 0.042
0.1 0.9 151 1000 0.0284217 22 0.701595 0.007
0.1 0.9 151 1000 0.0355271 19 0.61605 0.04
0.1 0.9 151 1000 0.0444089 15 0.560334 0.003
0.1 0.9 188 1000 0 176 0.836294 0.035
0.1 0.9 188 1000 0.00125 86 0.827415 0.218
0.1 0.9 188 1000 0.0015625 67 0.796225 0.223
0.1 0.9 188 1000 0.00195312 64 0.78921 0.219
0.1 0.9 188 1000 0.00244141 62 0.789302 0.214
0.1 0.9 188 1000 0.00305176 58 0.786359 0.213
0.1 0.9 188 1000 0.0038147 56 0.781734 0.22
0.1 0.9 188 1000 0.00476837 46 0.764061 0.218
0.1 0.9 188 1000 0.00596046 43 0.758614 0.22
0.1 0.9 188 1000 0.00745058 41 0.751047 0.217
0.1 0.9 188 1000 0.00931323 39 0.749194 0.21
0.1 0.9 188 1000 0.0116415 38 0.748758 0.206
0.1 0.9 188 1000 0.0145519 36 0.736082 0.215
0.1 0.9 188 1000 0.0181899 34 0.732116 0.212
0.1 0.9 188 1000 0.0227374 28 0.710909 0.217
0.1 0.9 188 1000 0.0284217 21 0.549886 0.013
0.1 0.9 188 1000 0.0355271 19 0.509765 0.028
0.1 0.9 188 1000 0.0444089 15 0.436869 0.001
0.1 0.9 235 1000 0 176 0.818807 0.209
0.1 0.9 235 1000 0.00125 72 0.812185 0.205
0.1 0.9 235 1000 0.0015625 71 0.812004 0.218
0.1 0.9 235 1000 0.00195312 66 0.806374 0.197
0.1 0.9 235 1000 0.00244141 58 0.795299 0.211
0.1 0.9 235 1000 0.00305176 54 0.793079 0.213
0.1 0.9 235 1000 0.0038147 51 0.792334 0.215
0.1 0.9 235 1000 0.00476837 49 0.789696 0.206
0.1 0.9 235 1000 0.00596046 45 0.785397 0.205
0.1 0.9 235 1000 0.00745058 43 0.780675 0.209
0.1 0.9 235 1000 0.00931323 34 0.738067 0.004
0.1 0.9 235 1000 0.0116415 30 0.718828 0.024
0.1 0.9 235 1000 0.0145519 30 0.718828 0.017
0.1 0.9 235 1000 0.0181899 29 0.717299 0.005
0.1 0.9 235 1000 0.0227374 26 0.715827 0.006
0.1 0.9 235 1000 0.0284217 24 0.704619 0.002
0.1 0.9 235 1000 0.0355271 21 0.689054 0
0.1 0.9 235 1000 0.0444089 18 0.565289 0.008
0.1 0.9 293 1000 0 176 0.6982 0.198
0.1 0.9 293 1000 0.00125 77 0.695648 0.21
0.1 0.9 293 1000 0.0015625 75 0.694851 0.215
0.1 0.9 293 1000 0.00195312 67 0.690027 0.217
0.1 0.9 293 1000 0.00244141 59 0.677971 0.214
0.1 0.9 293 1000 0.00305176 55 0.67341 0.214
0.1 0.9 293 1000 0.0038147 53 0.66458 0.216
0.1 0.9 293 1000 0.00476837 46 0.657026 0.218
0.1 0.9 293 1000 0.00596046 42 0.652861 0.219
0.1 0.9 293 1000 0.00745058 34 0.642151 0.215
0.1 0.9 293 1000 0.00931323 33 0.635935 0.215
0.1 0.9 293 1000 0.0116415 31 0.602123 0.003
0.1 0.9 293 1000 0.0145519 27 0.576501 0.008
0.1 0.9 293 1000 0.0181899 27 0.576507 0.009
0.1 0.9 293 1000 0.0227374 26 0.574059 0.007
0.1 0.9 293 1000 0.0284217 20 0.536618 0.001
0.1 0.9 293 1000 0.0355271 19 0.489968 0.007
0.1 0.9 293 1000 0.0444089 18 0.478543 0
0.1 0.9 366 1000 0 176 0.770575 0.179
0.1 0.9 366 1000 0.00125 66 0.76696 0.209
0.1 0.9 366 1000 0.0015625 63 0.766886 0.211
0.1 0.9 366 1000 0.00195312 59 0.764577 0.209
0.1 0.9 366 1000 0.00244141 58 0.764075 0.215
0.1 0.9 366 1000 0.00305176 55 0.763222 0.215
0.1 0.9 366 1000 0.0038147 51 0.754362 0.211
0.1 0.9 366 1000 0.00476837 45 0.746488 0.216
0.1 0.9 366 1000 0.00596046 41 0.735825 0.215
0.1 0.9 366 1000 0.00745058 36 0.734456 0.217
0.1 0.9 366 1000 0.00931323 34 0.730869 0.222
0.1 0.9 366 1000 0.0116415 31 0.723688 0.217
0.1 0.9 366 1000 0.0145519 28 0.663299 0
0.1 0.9 366 1000 0.0181899 28 0.663305 0
0.1 0.9 366 1000 0.0227374 28 0.663297 0.009
0.1 0.9 366 1000 0.0284217 27 0.661632 0.001
0.1 0.9 366 1000 0.0355271 25 0.631479 0.011
0.1 0.9 366 1000 0.0444089 17 0.453586 0.001
0.1 0.9 457 1000 0 176 0.803538 0.179
0.1 0.9 457 1000 0.00125 63 0.793527 0.215
0.1 0.9 457 1000 0.0015625 62 0.793321 0.215
0.1 0.9 457 1000 0.00195312 60 0.793096 0.22
0.1 0.9 457 1000 0.00244141 53 0.788916 0.217
0.1 0.9 457 1000 0.00305176 52 0.787842 0.213
0.1 0.9 457 1000 0.0038147 50 0.787335 0.217
0.1 0.9 457 1000 0.00476837 44 0.776402 0.217
0.1 0.9 457 1000 0.00596046 41 0.770881 0.207
0.1 0.9 457 1000 0.00745058 38 0.758837 0.215
0.1 0.9 457 1000 0.00931323 35 0.75632 0.218
0.1 0.9 457 1000 0.0116415 31 0.752919 0.211
0.1 0.9 457 1000 0.0145519 31 0.752907 0.211
0.1 0.9 457 1000 0.0181899 27 0.670464 0
0.1 0.9 457 1000 0.0227374 27 0.670449 0.007
0.1 0.9 457 1000 0.0284217 26 0.664633 0.007
0.1 0.9 457 1000 0.0355271 23 0.62653 0.001
0.1 0.9 457 1000 0.0444089 13 0.404879 0.01
0.1 0.9 571 1000 0 176 0.756191 0.218
0.1 0.9 571 1000 0.00125 71 0.748963 0.217
0.1 0.9 571 1000 0.0015625 64 0.746396 0.219
0.1 0.9 571 1000 0.00195312 58 0.744066 0.217
0.1 0.9 571 1000 0.00244141 54 0.741888 0.216
0.1 0.9 571 1000 0.00305176 51 0.740762 0.217
0.1 0.9 571 1000 0.0038147 47 0.738917 0.218
0.1 0.9 571 1000 0.00476837 42 0.729609 0.218
0.1 0.9 571 1000 0.00596046 39 0.728193 0.211
0.1 0.9 571 1000 0.00745058 37 0.726776 0.22
0.1 0.9 571 1000 0.00931323 32 0.725845 0.216
0.1 0.9 571 1000 0.0116415 30 0.721614 0.214
0.1 0.9 571 1000 0.0145519 26 0.651171 0.009
0.1 0.9 571 1000 0.0181899 26 0.651178 0.005
0.1 0.9 571 1000 0.0227374 26 0.651173 0.002
0.1 0.9 571 1000 0.0284217 26 0.65117 0.005
0.1 0.9 571 1000 0.0355271 22 0.59067 0
0.1 0.9 571 1000 0.0444089 18 0.50431 0.001
0.1 0.9 713 1000 0 176 0.778143 0.203
0.1 0.9 713 1000 0.00125 60 0.771145 0.223
0.1 0.9 713 1000 0.0015625 57 0.770227 0.22
0.1 0.9 713 1000 0.00195312 55 0.769748 0.218
0.1 0.9 713 1000 0.00244141 52 0.769142 0.217
0.1 0.9 713 1000 0.00305176 48 0.767022 0.218
0.1 0.9 713 1000 0.0038147 47 0.765899 0.214
0.1 0.9 713 1000 0.00476837 46 0.764755 0.215
0.1 0.9 713 1000 0.00596046 42 0.754492 0.216
0.1 0.9 713 1000 0.00745058 39 0.749336 0.218
0.1 0.9 713 1000 0.00931323 34 0.743898 0.218
0.1 0.9 713 1000 0.0116415 31 0.743291 0.213
0.1 0.9 713 1000 0.0145519 31 0.743324 0.213
0.1 0.9 713 1000 0.0181899 28 0.685364 0.001
0.1 0.9 713 1000 0.0227374 28 0.685364 0.002
0.1 0.9 713 1000 0.0284217 26 0.655758 0.009
0.1 0.9 713 1000 0.0355271 23 0.619098 0.001
0.1 0.9 713 1000 0.0444089 17 0.482297 0.001
0.1 0.9 891 1000 0 176 0.754061 0.217
0.1 0.9 891 1000 0.00125 62 0.746117 0.219
0.1 0.9 891 1000 0.0015625 60 0.746173 0.219
0.1 0.9 891 1000 0.00195312 57 0.745177 0.216
0.1 0.9 891 1000 0.00244141 50 0.742549 0.21
0.1 0.9 891 1000 0.00305176 43 0.736942 0.209
0.1 0.9 891 1000 0.0038147 39 0.731183 0.214
0.1 0.9 891 1000 0.00476837 36 0.727599 0.215
0.1 0.9 891 1000 0.00596046 36 0.727604 0.219
0.1 0.9 891 1000 0.00745058 35 0.724671 0.216
0.1 0.9 891 1000 0.00931323 30 0.720861 0.218
0.1 0.9 891 1000 0.0116415 29 0.718034 0.22
0.1 0.9 891 1000 0.0145519 26 0.651808 0
0.1 0.9 891 1000 0.0181899 26 0.651801 0.001
0.1 0.9 891 1000 0.0227374 26 0.651797 0
0.1 0.9 891 1000 0.0284217 26 0.651803 0.001
0.1 0.9 891 1000 0.0355271 26 0.651811 0.002
0.1 0.9 891 1000 0.0444089 15 0.432822 0.003
0.1 0.9 1113 1000 0 176 0.768411 0.208
0.1 0.9 1113 1000 0.00125 65 0.763909 0.209
0.1 0.9 1113 1000 0.0015625 59 0.761684 0.219
0.1 0.9 1113 1000 0.00195312 55 0.750939 0.216
0.1 0.9 1113 1000 0.00244141 51 0.748505 0.211
0.1 0.9 1113 1000 0.00305176 50 0.748439 0.214
0.1 0.9 1113 1000 0.0038147 45 0.744778 0.219
0.1 0.9 1113 1000 0.00476837 42 0.739683 0.222
0.1 0.9 1113 1000 0.00596046 40 0.7371 0.222
0.1 0.9 1113 1000 0.00745058 34 0.734702 0.218
0.1 0.9 1113 1000 0.00931323 29 0.731437 0.219
0.1 0.9 1113 1000 0.0116415 29 0.731463 0.218
0.1 0.9 1113 1000 0.0145519 26 0.663933 0.001
0.1 0.9 1113 1000 0.0181899 26 0.663931 0
0.1 0.9 1113 1000 0.0227374 26 0.663935 0
0.1 0.9 1113 1000 0.0284217 26 0.66393 0
0.1 0.9 1113 1000 0.0355271 26 0.66393 0.001
0.1 0.9 1113 1000 0.0444089 15 0.448116 0.008
0.1 0.9 1391 1000 0 176 0.733479 0.214
0.1 0.9 1391 1000 0.00125 62 0.728374 0.219
0.1 0.9 1391 1000 0.0015625 57 0.726817 0.219
0.1 0.9 1391 1000 0.00195312 51 0.726208 0.22
0.1 0.9 1391 1000 0.00244141 48 0.724893 0.219
0.1 0.9 1391 1000 0.00305176 45 0.724261 0.214
0.1 0.9 1391 1000 0.0038147 40 0.722781 0.218
0.1 0.9 1391 1000 0.00476837 37 0.721276 0.22
0.1 0.9 1391 1000 0.00596046 35 0.713372 0.22
0.1 0.9 1391 1000 0.00745058 30 0.713037 0.214
0.1 0.9 1391 1000 0.00931323 30 0.713136 0.22
0.1 0.9 1391 1000 0.0116415 26 0.658037 0.009
0.1 0.9 1391 1000 0.0145519 26 0.658035 0.009
0.1 0.9 1391 1000 0.0181899 26 0.658035 0.007
0.1 0.9 1391 1000 0.0227374 26 0.658036 0
0.1 0.9 1391 1000 0.0284217 26 0.658033 0
0.1 0.9 1391 1000 0.0355271 26 0.658017 0
0.1 0.9 1391 1000 0.0444089 14 0.4133 0.019
0.1 0.9 1738 1000 0 176 0.740419 0.208
0.1 0.9 1738 1000 0.00125 57 0.735354 0.216
0.1 0.9 1738 1000 0.0015625 50 0.733685 0.215
0.1 0.9 1738 1000 0.00195312 48 0.733412 0.224
0.1 0.9 1738 1000 0.00244141 47 0.733409 0.218
0.1 0.9 1738 1000 0.00305176 40 0.732162 0.218
0.1 0.9 1738 1000 0.0038147 38 0.731624 0.207
0.1 0.9 1738 1000 0.00476837 36 0.725357 0.215
0.1 0.9 1738 1000 0.00596046 36 0.72536 0.215
0.1 0.9 1738 1000 0.00745058 33 0.725023 0.208
0.1 0.9 1738 1000 0.00931323 30 0.723855 0.216
0.1 0.9 1738 1000 0.0116415 30 0.723813 0.215
0.1 0.9 1738 1000 0.0145519 26 0.659577 0
0.1 0.9 1738 1000 0.0181899 26 0.659568 0
0.1 0.9 1738 1000 0.0227374 26 0.659573 0
0.1 0.9 1738 1000 0.0284217 26 0.659572 0
0.1 0.9 1738 1000 0.0355271 26 0.659583 0.003
0.1 0.9 1738 1000 0.0444089 14 0.409286 0.001
0.1 0.9 2172 1000 0 176 0.697537 0.213
0.1 0.9 2172 1000 0.00125 60 0.695583 0.219
0.1 0.9 2172 1000 0.0015625 56 0.695402 0.216
0.1 0.9 2172 1000 0.00195312 51 0.694313 0.213
0.1 0.9 2172 1000 0.00244141 43 0.692989 0.209
0.1 0.9 2172 1000 0.00305176 41 0.692607 0.215
0.1 0.9 2172 1000 0.0038147 39 0.69186 0.214
0.1 0.9 2172 1000 0.00476837 36 0.690677 0.212
0.1 0.9 2172 1000 0.00596046 36 0.690617 0.216
0.1 0.9 2172 1000 0.00745058 33 0.682805 0.218
0.1 0.9 2172 1000 0.00931323 31 0.682834 0.218
0.1 0.9 2172 1000 0.0116415 29 0.644317 0.001
0.1 0.9 2172 1000 0.0145519 26 0.624906 0.003
0.1 0.9 2172 1000 0.0181899 26 0.62491 0.001
0.1 0.9 2172 1000 0.0227374 26 0.624898 0.011
0.1 0.9 2172 1000 0.0284217 26 0.624901 0.009
0.1 0.9 2172 1000 0.0355271 26 0.624901 0.002
0.1 0.9 2172 1000 0.0444089 12 0.38227 0.005
0.1 0.9 2715 1000 0 176 0.740111 0.222
0.1 0.9 2715 1000 0.00125 58 0.736985 0.214
0.1 0.9 2715 1000 0.0015625 52 0.735815 0.216
0.1 0.9 2715 1000 0.00195312 48 0.735433 0.215
0.1 0.9 2715 1000 0.00244141 46 0.735242 0.211
0.1 0.9 2715 1000 0.00305176 42 0.734836 0.212
0.1 0.9 2715 1000 0.0038147 37 0.733053 0.221
0.1 0.9 2715 1000 0.00476837 36 0.732654 0.209
0.1 0.9 2715 1000 0.00596046 35 0.732309 0.221
0.1 0.9 2715 1000 0.00745058 32 0.724084 0.214
0.1 0.9 2715 1000 0.00931323 30 0.724069 0.215
0.1 0.9 2715 1000 0.0116415 30 0.72408 0.219
0.1 0.9 2715 1000 0.0145519 26 0.664077 0.002
0.1 0.9 2715 1000 0.0181899 26 0.66407 0
0.1 0.9 2715 1000 0.0227374 26 0.664075 0.002
0.1 0.9 2715 1000 0.0284217 26 0.664076 0.016
0.1 0.9 2715 1000 0.0355271 26 0.664059 0.004
0.1 0.9 2715 1000 0.0444089 17 0.459411 0
0.1 0.9  10 1000  0 140 0.999883 0.001
0.1 0.9  10 1000  0.00125 15 0.999608 0.02
0.1 0.9  10 1000  0.0015625 15 0.999761 0.001
0.1 0.9  10 1000  0.00195312 15 0.999689 0.008
0.1 0.9  10 1000  0.00244141 15 0.999615 0.006
0.1 0.9  10 1000  0.00305176 15 0.999744 0.015
0.1 0.9  10 1000  0.0038147 15 0.99971 0.002
0.1 0.9  10 1000  0.00476837 14 0.999754 0.021
0.1 0.9  10 1000  0.00596046 13 0.999709 0.009
0.1 0.9  10 1000  0.00745058 13 0.999618 0.014
0.1 0.9  10 1000  0.00931323 13 0.999751 0.017
0.1 0.9  10 1000  0.0116415 12 0.999728 0.014
0.1 0.9  10 1000  0.0145519 12 0.999685 0.009
0.1 0.9  10 1000  0.0181899 12 0.999612 0.013
0.1 0.9  10 1000  0.0227374 12 0.99975 0.013
0.1 0.9  10 1000  0.0284217 12 0.999697 0.003
0.1 0.9  10 1000  0.0355271 11 0.999801 0.002
0.1 0.9  10 1000  0.0444089 11 0.999757 0.001
0.1 0.9  12 1000  0 158 0.999852 0
0.1 0.9  12 1000  0.00125 25 0.999677 0
0.1 0.9  12 1000  0.0015625 24 0.999735 0.004
0.1 0.9  12 1000  0.00195312 24 0.999684 0
0.1 0.9  12 1000  0.00244141 24 0.999605 0.001
0.1 0.9  12 1000  0.00305176 24 0.999742 0.002
0.1 0.9  12 1000  0.0038147 22 0.999504 0
0.1 0.9  12 1000  0.00476837 22 0.999689 0.002
0.1 0.9  12 1000  0.00596046 22 0.999596 0.004
0.1 0.9  12 1000  0.00745058 22 0.99948 0
0.1 0.9  12 1000  0.00931323 22 0.999327 0.019
0.1 0.9  12 1000  0.0116415 22 0.999555 0.009
0.1 0.9  12 1000  0.0145519 22 0.99942 0.001
0.1 0.9  12 1000  0.0181899 21 0.99971 0.034
0.1 0.9  12 1000  0.0227374 21 0.99979 0.003
0.1 0.9  12 1000  0.0284217 21 0.999745 0.006
0.1 0.9  12 1000  0.0355271 19 0.99965 0.004
0.1 0.9  12 1000  0.0444089 19 0.999572 0.001
0.1 0.9  15 1000  0 164 0.999812 0.034
0.1 0.9  15 1000  0.00125 34 0.99951 0.001
0.1 0.9  15 1000  0.0015625 34 0.999387 0.005
0.1 0.9  15 1000  0.00195312 33 0.999608 0.007
0.1 0.9  15 1000  0.00244141 33 0.999511 0.001
0.1 0.9  15 1000  0.00305176 33 0.999842 0.004
0.1 0.9  15 1000  0.0038147 32 0.999808 0.005
0.1 0.9  15 1000  0.00476837 32 0.999769 0
0.1 0.9  15 1000  0.00596046 32 0.999706 0.002
0.1 0.9  15 1000  0.00745058 30 0.999607 0.005
0.1 0.9  15 1000  0.00931323 29 0.999534 0.006
0.1 0.9  15 1000  0.0116415 29 0.999423 0
0.1 0.9  15 1000  0.0145519 28 0.999466 0.001
0.1 0.9  15 1000  0.0181899 28 0.99931 0.001
0.1 0.9  15 1000  0.0227374 26 0.999618 0
0.1 0.9  15 1000  0.0284217 25 0.999331 0
0.1 0.9  15 1000  0.0355271 23 0.999106 0.01
0.1 0.9  15 1000  0.0444089 21 0.999094 0.009
0.1 0.9  18 1000  0 176 0.999906 0.008
0.1 0.9  18 1000  0.00125 45 0.999642 0.001
0.1 0.9  18 1000  0.0015625 43 0.999511 0.004
0.1 0.9  18 1000  0.00195312 43 0.999394 0
0.1 0.9  18 1000  0.00244141 43 0.999597 0.003
0.1 0.9  18 1000  0.00305176 43 0.99948 0.001
0.1 0.9  18 1000  0.0038147 43 0.999354 0.001
0.1 0.9  18 1000  0.00476837 39 0.9996 0.006
0.1 0.9  18 1000  0.00596046 38 0.99956 0.001
0.1 0.9  18 1000  0.00745058 38 0.999466 0.019
0.1 0.9  18 1000  0.00931323 38 0.999345 0.015
0.1 0.9  18 1000  0.0116415 37 0.999163 0.02
0.1 0.9  18 1000  0.0145519 35 0.999485 0.008
0.1 0.9  18 1000  0.0181899 32 0.999699 0
0.1 0.9  18 1000  0.0227374 30 0.999442 0.004
0.1 0.9  18 1000  0.0284217 29 0.999198 0.003
0.1 0.9  18 1000  0.0355271 28 0.999155 0.002
0.1 0.9  18 1000  0.0444089 23 0.885443 0.001
0.1 0.9  22 1000  0 164 0.999701 0.004
0.1 0.9  22 1000  0.00125 35 0.999543 0.012
0.1 0.9  22 1000  0.0015625 34 0.999432 0
0.1 0.9  22 1000  0.00195312 34 0.999294 0
0.1 0.9  22 1000  0.00244141 34 0.999108 0
0.1 0.9  22 1000  0.00305176 34 0.999426 0
0.1 0.9  22 1000  0.0038147 34 0.999769 0.001
0.1 0.9  22 1000  0.00476837 34 0.999684 0.002
