Epsilon Discount LearningLength TestLength L1Factor NumberOfFeatures MeanDataLikelihood MeanReward
0.1 0.9 2172 1000 0.0355271 26 0.640564 0.01
0.1 0.9 2172 1000 0.0444089 16 0.461708 0.001
0.1 0.9 2715 1000 0 176 0.725103 0.223
0.1 0.9 2715 1000 0.00125 57 0.722582 0.213
0.1 0.9 2715 1000 0.0015625 50 0.722058 0.218
0.1 0.9 2715 1000 0.00195312 44 0.72114 0.217
0.1 0.9 2715 1000 0.00244141 44 0.721137 0.218
0.1 0.9 2715 1000 0.00305176 41 0.720579 0.211
0.1 0.9 2715 1000 0.0038147 39 0.720141 0.222
0.1 0.9 2715 1000 0.00476837 38 0.720048 0.21
0.1 0.9 2715 1000 0.00596046 35 0.71223 0.221
0.1 0.9 2715 1000 0.00745058 33 0.712219 0.214
0.1 0.9 2715 1000 0.00931323 31 0.712216 0.215
0.1 0.9 2715 1000 0.0116415 30 0.711484 0.219
0.1 0.9 2715 1000 0.0145519 26 0.647142 0.001
0.1 0.9 2715 1000 0.0181899 26 0.647145 0
0.1 0.9 2715 1000 0.0227374 26 0.647147 0.011
0.1 0.9 2715 1000 0.0284217 26 0.647139 0.001
0.1 0.9 2715 1000 0.0355271 26 0.647142 0
0.1 0.9 2715 1000 0.0444089 15 0.425644 0.005
0.1 0.9 10 1000 0 176 0.999915 0.003
0.1 0.9 10 1000 0.00125 25 0.999805 0.003
0.1 0.9 10 1000 0.0015625 25 0.999755 0.002
0.1 0.9 10 1000 0.00195312 25 0.999693 0.001
0.1 0.9 10 1000 0.00244141 25 0.999618 0
0.1 0.9 10 1000 0.00305176 25 0.999758 0
0.1 0.9 10 1000 0.0038147 22 0.999704 0.002
0.1 0.9 10 1000 0.00476837 22 0.999631 0.003
0.1 0.9 10 1000 0.00596046 22 0.999797 0
0.1 0.9 10 1000 0.00745058 22 0.999753 0.001
0.1 0.9 10 1000 0.00931323 22 0.999685 0.003
0.1 0.9 10 1000 0.0116415 22 0.999784 0
0.1 0.9 10 1000 0.0145519 22 0.999736 0
0.1 0.9 10 1000 0.0181899 22 0.999674 0.003
0.1 0.9 10 1000 0.0227374 22 0.99979 0
0.1 0.9 10 1000 0.0284217 22 0.999739 0.002
0.1 0.9 10 1000 0.0355271 22 0.999681 0.001
0.1 0.9 10 1000 0.0444089 21 0.999611 0
0.1 0.9 12 1000 0 122 0.999856 0.001
0.1 0.9 12 1000 0.00125 17 0.999651 0.003
0.1 0.9 12 1000 0.0015625 16 0.999777 0.015
0.1 0.9 12 1000 0.00195312 16 0.999712 0.008
0.1 0.9 12 1000 0.00244141 16 0.99965 0.012
0.1 0.9 12 1000 0.00305176 16 0.999782 0.008
0.1 0.9 12 1000 0.0038147 15 0.999553 0.007
0.1 0.9 12 1000 0.00476837 14 0.999808 0.01
0.1 0.9 12 1000 0.00596046 13 0.999627 0.009
0.1 0.9 12 1000 0.00745058 13 0.999547 0.014
0.1 0.9 12 1000 0.00931323 13 0.999459 0.005
0.1 0.9 12 1000 0.0116415 13 0.999336 0.013
0.1 0.9 12 1000 0.0145519 13 0.999703 0.006
0.1 0.9 12 1000 0.0181899 13 0.999557 0.011
0.1 0.9 12 1000 0.0227374 13 0.999692 0.011
0.1 0.9 12 1000 0.0284217 13 0.999864 0.005
0.1 0.9 12 1000 0.0355271 13 0.999802 0.014
0.1 0.9 12 1000 0.0444089 13 0.999717 0.006
0.1 0.9 15 1000 0 170 0.999844 0.006
0.1 0.9 15 1000 0.00125 31 0.99964 0.001
0.1 0.9 15 1000 0.0015625 31 0.999553 0
0.1 0.9 15 1000 0.00195312 30 0.999456 0.08
0.1 0.9 15 1000 0.00244141 28 0.999667 0
0.1 0.9 15 1000 0.00305176 28 0.99958 0
0.1 0.9 15 1000 0.0038147 27 0.999499 0.002
0.1 0.9 15 1000 0.00476837 27 0.999688 0.001
0.1 0.9 15 1000 0.00596046 27 0.999611 0.009
0.1 0.9 15 1000 0.00745058 26 0.999512 0
0.1 0.9 15 1000 0.00931323 26 0.999723 0.001
0.1 0.9 15 1000 0.0116415 24 0.999469 0.001
0.1 0.9 15 1000 0.0145519 24 0.999351 0.007
0.1 0.9 15 1000 0.0181899 24 0.999601 0.003
0.1 0.9 15 1000 0.0227374 22 0.99944 0.003
0.1 0.9 15 1000 0.0284217 22 0.999349 0.01
0.1 0.9 15 1000 0.0355271 19 0.999761 0.009
0.1 0.9 15 1000 0.0444089 17 0.929123 0.004
0.1 0.9 18 1000 0 176 0.999848 0.039
0.1 0.9 18 1000 0.00125 33 0.999542 0.001
0.1 0.9 18 1000 0.0015625 32 0.999657 0.001
0.1 0.9 18 1000 0.00195312 31 0.999555 0
0.1 0.9 18 1000 0.00244141 30 0.999419 0.002
0.1 0.9 18 1000 0.00305176 30 0.999626 0
0.1 0.9 18 1000 0.0038147 29 0.99946 0
0.1 0.9 18 1000 0.00476837 29 0.999733 0
0.1 0.9 18 1000 0.00596046 28 0.999579 0.001
0.1 0.9 18 1000 0.00745058 28 0.999484 0.002
0.1 0.9 18 1000 0.00931323 28 0.999341 0.002
0.1 0.9 18 1000 0.0116415 28 0.999244 0
0.1 0.9 18 1000 0.0145519 26 0.999781 0
0.1 0.9 18 1000 0.0181899 24 0.999514 0
0.1 0.9 18 1000 0.0227374 21 0.999598 0
0.1 0.9 18 1000 0.0284217 18 0.998827 0.001
0.1 0.9 18 1000 0.0355271 16 0.940329 0.001
0.1 0.9 18 1000 0.0444089 16 0.940463 0
0.1 0.9 22 1000 0 176 0.99983 0.117
0.1 0.9 22 1000 0.00125 47 0.99959 0.004
0.1 0.9 22 1000 0.0015625 47 0.999767 0
0.1 0.9 22 1000 0.00195312 45 0.999519 0.003
0.1 0.9 22 1000 0.00244141 45 0.999624 0.002
0.1 0.9 22 1000 0.00305176 45 0.999547 0.005
0.1 0.9 22 1000 0.0038147 43 0.99936 0.011
0.1 0.9 22 1000 0.00476837 43 0.999253 0.01
0.1 0.9 22 1000 0.00596046 41 0.999557 0.007
0.1 0.9 22 1000 0.00745058 39 0.999535 0.002
0.1 0.9 22 1000 0.00931323 39 0.9993 0
0.1 0.9 22 1000 0.0116415 36 0.998758 0.009
0.1 0.9 22 1000 0.0145519 36 0.999103 0.007
0.1 0.9 22 1000 0.0181899 34 0.999353 0.002
0.1 0.9 22 1000 0.0227374 31 0.999524 0.001
0.1 0.9 22 1000 0.0284217 27 0.999541 0
0.1 0.9 22 1000 0.0355271 20 0.808321 0.001
0.1 0.9 22 1000 0.0444089 15 0.749183 0
0.1 0.9 27 1000 0 164 0.999896 0.001
0.1 0.9 27 1000 0.00125 45 0.999389 0
0.1 0.9 27 1000 0.0015625 43 0.999561 0
0.1 0.9 27 1000 0.00195312 40 0.999426 0.002
0.1 0.9 27 1000 0.00244141 39 0.999711 0.01
0.1 0.9 27 1000 0.00305176 39 0.999675 0.013
0.1 0.9 27 1000 0.0038147 38 0.999563 0
0.1 0.9 27 1000 0.00476837 37 0.999225 0
0.1 0.9 27 1000 0.00596046 36 0.999501 0.002
0.1 0.9 27 1000 0.00745058 33 0.999095 0.066
0.1 0.9 27 1000 0.00931323 32 0.999487 0.016
0.1 0.9 27 1000 0.0116415 30 0.999432 0.011
0.1 0.9 27 1000 0.0145519 26 0.998849 0.001
0.1 0.9 27 1000 0.0181899 25 0.999554 0.019
0.1 0.9 27 1000 0.0227374 24 0.99901 0.001
0.1 0.9 27 1000 0.0284217 20 0.998504 0.007
0.1 0.9 27 1000 0.0355271 17 0.925771 0
0.1 0.9 27 1000 0.0444089 15 0.724194 0.011
0.1 0.9 33 1000 0 164 0.958815 0.015
0.1 0.9 33 1000 0.00125 44 0.958436 0.001
0.1 0.9 33 1000 0.0015625 43 0.958782 0.002
0.1 0.9 33 1000 0.00195312 41 0.958729 0.001
0.1 0.9 33 1000 0.00244141 39 0.958762 0.01
0.1 0.9 33 1000 0.00305176 38 0.958779 0
0.1 0.9 33 1000 0.0038147 37 0.957763 0.001
0.1 0.9 33 1000 0.00476837 37 0.958709 0.002
0.1 0.9 33 1000 0.00596046 37 0.958573 0
0.1 0.9 33 1000 0.00745058 35 0.958688 0
0.1 0.9 33 1000 0.00931323 34 0.9429 0.001
0.1 0.9 33 1000 0.0116415 33 0.943341 0.001
0.1 0.9 33 1000 0.0145519 30 0.94335 0.002
0.1 0.9 33 1000 0.0181899 29 0.943078 0.008
0.1 0.9 33 1000 0.0227374 26 0.943589 0.003
0.1 0.9 33 1000 0.0284217 22 0.923893 0
0.1 0.9 33 1000 0.0355271 17 0.74889 0.011
0.1 0.9 33 1000 0.0444089 16 0.712976 0.011
0.1 0.9 41 1000 0 176 0.99965 0.016
0.1 0.9 41 1000 0.00125 61 0.998749 0
0.1 0.9 41 1000 0.0015625 58 0.99867 0.142
0.1 0.9 41 1000 0.00195312 56 0.999006 0.196
0.1 0.9 41 1000 0.00244141 56 0.999411 0.194
0.1 0.9 41 1000 0.00305176 56 0.99928 0.198
0.1 0.9 41 1000 0.0038147 56 0.999106 0.198
0.1 0.9 41 1000 0.00476837 54 0.99895 0.122
0.1 0.9 41 1000 0.00596046 54 0.999207 0.131
0.1 0.9 41 1000 0.00745058 50 0.999332 0.001
0.1 0.9 41 1000 0.00931323 50 0.99923 0.016
0.1 0.9 41 1000 0.0116415 47 0.999196 0.003
0.1 0.9 41 1000 0.0145519 41 0.96647 0.02
0.1 0.9 41 1000 0.0181899 32 0.875583 0
0.1 0.9 41 1000 0.0227374 28 0.854196 0.005
0.1 0.9 41 1000 0.0284217 24 0.777864 0
0.1 0.9 41 1000 0.0355271 16 0.614685 0.002
0.1 0.9 41 1000 0.0444089 11 0.512059 0
0.1 0.9 51 1000 0 176 0.999229 0.041
0.1 0.9 51 1000 0.00125 54 0.999093 0.028
0.1 0.9 51 1000 0.0015625 52 0.99915 0.023
0.1 0.9 51 1000 0.00195312 49 0.998916 0.036
0.1 0.9 51 1000 0.00244141 49 0.999247 0.04
0.1 0.9 51 1000 0.00305176 46 0.999243 0.034
0.1 0.9 51 1000 0.0038147 46 0.998957 0.042
0.1 0.9 51 1000 0.00476837 46 0.999511 0.03
0.1 0.9 51 1000 0.00596046 46 0.998926 0.037
0.1 0.9 51 1000 0.00745058 42 0.998971 0.023
0.1 0.9 51 1000 0.00931323 39 0.998878 0.001
0.1 0.9 51 1000 0.0116415 38 0.97269 0.02
0.1 0.9 51 1000 0.0145519 35 0.972774 0.02
0.1 0.9 51 1000 0.0181899 27 0.903172 0.025
0.1 0.9 51 1000 0.0227374 24 0.865207 0.002
0.1 0.9 51 1000 0.0284217 18 0.773008 0.018
0.1 0.9 51 1000 0.0355271 14 0.567581 0
0.1 0.9 51 1000 0.0444089 14 0.567579 0.005
0.1 0.9 63 1000 0 164 0.999439 0
0.1 0.9 63 1000 0.00125 58 0.999411 0.003
0.1 0.9 63 1000 0.0015625 56 0.999261 0
0.1 0.9 63 1000 0.00195312 53 0.999051 0.02
0.1 0.9 63 1000 0.00244141 49 0.999001 0
0.1 0.9 63 1000 0.00305176 48 0.998401 0.002
0.1 0.9 63 1000 0.0038147 45 0.997887 0.014
0.1 0.9 63 1000 0.00476837 41 0.998433 0
0.1 0.9 63 1000 0.00596046 40 0.97773 0.003
0.1 0.9 63 1000 0.00745058 39 0.977571 0.001
0.1 0.9 63 1000 0.00931323 38 0.956722 0.002
0.1 0.9 63 1000 0.0116415 37 0.943569 0.001
0.1 0.9 63 1000 0.0145519 37 0.943431 0.002
0.1 0.9 63 1000 0.0181899 36 0.943831 0.001
0.1 0.9 63 1000 0.0227374 33 0.927228 0.002
0.1 0.9 63 1000 0.0284217 29 0.868726 0.025
0.1 0.9 63 1000 0.0355271 27 0.791516 0
0.1 0.9 63 1000 0.0444089 20 0.590813 0.008
0.1 0.9 78 1000 0 176 0.999686 0.021
0.1 0.9 78 1000 0.00125 81 0.998439 0.136
0.1 0.9 78 1000 0.0015625 79 0.998912 0.135
0.1 0.9 78 1000 0.00195312 79 0.998858 0.135
0.1 0.9 78 1000 0.00244141 76 0.998433 0.141
0.1 0.9 78 1000 0.00305176 73 0.999285 0.135
0.1 0.9 78 1000 0.0038147 67 0.998651 0.018
0.1 0.9 78 1000 0.00476837 56 0.998911 0.111
0.1 0.9 78 1000 0.00596046 48 0.981354 0.203
0.1 0.9 78 1000 0.00745058 45 0.98199 0.211
0.1 0.9 78 1000 0.00931323 42 0.963651 0.208
0.1 0.9 78 1000 0.0116415 41 0.964615 0.212
0.1 0.9 78 1000 0.0145519 38 0.935431 0.021
0.1 0.9 78 1000 0.0181899 27 0.777839 0.007
0.1 0.9 78 1000 0.0227374 26 0.769529 0.009
0.1 0.9 78 1000 0.0284217 23 0.747268 0.004
0.1 0.9 78 1000 0.0355271 19 0.64171 0.001
0.1 0.9 78 1000 0.0444089 14 0.507372 0.003
0.1 0.9 97 1000 0 176 0.984318 0.025
0.1 0.9 97 1000 0.00125 71 0.984672 0.024
0.1 0.9 97 1000 0.0015625 70 0.985304 0.015
0.1 0.9 97 1000 0.00195312 69 0.984728 0.02
0.1 0.9 97 1000 0.00244141 66 0.985115 0.019
0.1 0.9 97 1000 0.00305176 66 0.984926 0.019
0.1 0.9 97 1000 0.0038147 64 0.984417 0.021
0.1 0.9 97 1000 0.00476837 54 0.985285 0.027
0.1 0.9 97 1000 0.00596046 53 0.98497 0.016
0.1 0.9 97 1000 0.00745058 47 0.939338 0.022
0.1 0.9 97 1000 0.00931323 45 0.93172 0.024
0.1 0.9 97 1000 0.0116415 41 0.878564 0.003
0.1 0.9 97 1000 0.0145519 33 0.803777 0.001
0.1 0.9 97 1000 0.0181899 28 0.758043 0
0.1 0.9 97 1000 0.0227374 25 0.707359 0.001
0.1 0.9 97 1000 0.0284217 20 0.682352 0.002
0.1 0.9 97 1000 0.0355271 19 0.678743 0
0.1 0.9 97 1000 0.0444089 14 0.484236 0.013
0.1 0.9 121 1000 0 176 0.894114 0.16
0.1 0.9 121 1000 0.00125 75 0.893304 0.135
0.1 0.9 121 1000 0.0015625 70 0.893536 0.03
0.1 0.9 121 1000 0.00195312 61 0.889102 0.024
0.1 0.9 121 1000 0.00244141 57 0.871913 0.205
0.1 0.9 121 1000 0.00305176 54 0.857147 0.172
0.1 0.9 121 1000 0.0038147 48 0.837383 0.174
0.1 0.9 121 1000 0.00476837 47 0.832589 0.202
0.1 0.9 121 1000 0.00596046 45 0.818361 0.186
0.1 0.9 121 1000 0.00745058 39 0.800295 0.169
0.1 0.9 121 1000 0.00931323 32 0.759954 0.002
0.1 0.9 121 1000 0.0116415 32 0.759977 0
0.1 0.9 121 1000 0.0145519 24 0.692088 0
0.1 0.9 121 1000 0.0181899 22 0.677428 0.001
0.1 0.9 121 1000 0.0227374 20 0.65963 0.001
0.1 0.9 121 1000 0.0284217 20 0.659625 0.011
0.1 0.9 121 1000 0.0355271 18 0.597563 0
0.1 0.9 121 1000 0.0444089 14 0.535074 0.019
0.1 0.9 151 1000 0 176 0.904076 0.023
0.1 0.9 151 1000 0.00125 78 0.903234 0.212
0.1 0.9 151 1000 0.0015625 78 0.903266 0.029
0.1 0.9 151 1000 0.00195312 76 0.902413 0.02
0.1 0.9 151 1000 0.00244141 72 0.899679 0.019
0.1 0.9 151 1000 0.00305176 70 0.89934 0.216
0.1 0.9 151 1000 0.0038147 61 0.887752 0.212
0.1 0.9 151 1000 0.00476837 55 0.879884 0.215
0.1 0.9 151 1000 0.00596046 51 0.833118 0.214
0.1 0.9 151 1000 0.00745058 44 0.811067 0.218
0.1 0.9 151 1000 0.00931323 44 0.811174 0.217
0.1 0.9 151 1000 0.0116415 43 0.794688 0.222
0.1 0.9 151 1000 0.0145519 40 0.786332 0.219
0.1 0.9 151 1000 0.0181899 39 0.785171 0.212
0.1 0.9 151 1000 0.0227374 36 0.780758 0.205
0.1 0.9 151 1000 0.0284217 26 0.637827 0.044
0.1 0.9 151 1000 0.0355271 26 0.637827 0.001
0.1 0.9 151 1000 0.0444089 14 0.385729 0
0.1 0.9 188 1000 0 176 0.859221 0.053
0.1 0.9 188 1000 0.00125 89 0.830386 0.22
0.1 0.9 188 1000 0.0015625 81 0.826664 0.037
0.1 0.9 188 1000 0.00195312 73 0.826308 0.203
0.1 0.9 188 1000 0.00244141 68 0.820927 0.201
0.1 0.9 188 1000 0.00305176 60 0.802827 0.134
0.1 0.9 188 1000 0.0038147 58 0.802193 0.215
0.1 0.9 188 1000 0.00476837 51 0.786191 0.212
0.1 0.9 188 1000 0.00596046 50 0.781153 0.198
0.1 0.9 188 1000 0.00745058 42 0.750482 0.218
0.1 0.9 188 1000 0.00931323 39 0.746135 0.21
0.1 0.9 188 1000 0.0116415 33 0.726528 0.211
0.1 0.9 188 1000 0.0145519 32 0.726301 0.219
0.1 0.9 188 1000 0.0181899 28 0.661559 0.005
0.1 0.9 188 1000 0.0227374 26 0.629973 0
0.1 0.9 188 1000 0.0284217 22 0.591925 0
0.1 0.9 188 1000 0.0355271 19 0.55279 0.001
0.1 0.9 188 1000 0.0444089 13 0.404951 0
0.1 0.9 235 1000 0 176 0.845225 0.177
0.1 0.9 235 1000 0.00125 77 0.83247 0.21
0.1 0.9 235 1000 0.0015625 71 0.823491 0.218
0.1 0.9 235 1000 0.00195312 62 0.818274 0.214
0.1 0.9 235 1000 0.00244141 58 0.801958 0.215
0.1 0.9 235 1000 0.00305176 55 0.799158 0.221
0.1 0.9 235 1000 0.0038147 51 0.79111 0.22
0.1 0.9 235 1000 0.00476837 50 0.7856 0.212
0.1 0.9 235 1000 0.00596046 46 0.782221 0.216
0.1 0.9 235 1000 0.00745058 38 0.775191 0.217
0.1 0.9 235 1000 0.00931323 34 0.766138 0.215
0.1 0.9 235 1000 0.0116415 30 0.75939 0.219
0.1 0.9 235 1000 0.0145519 28 0.740135 0.215
0.1 0.9 235 1000 0.0181899 26 0.694147 0.004
0.1 0.9 235 1000 0.0227374 26 0.694148 0.001
0.1 0.9 235 1000 0.0284217 26 0.694147 0.002
0.1 0.9 235 1000 0.0355271 20 0.617692 0.004
0.1 0.9 235 1000 0.0444089 12 0.420939 0
0.1 0.9 293 1000 0 176 0.712666 0.178
0.1 0.9 293 1000 0.00125 83 0.709595 0.21
0.1 0.9 293 1000 0.0015625 72 0.708761 0.216
0.1 0.9 293 1000 0.00195312 66 0.703766 0.215
0.1 0.9 293 1000 0.00244141 65 0.70268 0.213
0.1 0.9 293 1000 0.00305176 59 0.698268 0.212
0.1 0.9 293 1000 0.0038147 55 0.69574 0.217
0.1 0.9 293 1000 0.00476837 50 0.694441 0.217
0.1 0.9 293 1000 0.00596046 44 0.688518 0.221
0.1 0.9 293 1000 0.00745058 41 0.668983 0.217
0.1 0.9 293 1000 0.00931323 35 0.634995 0.057
0.1 0.9 293 1000 0.0116415 33 0.632327 0.002
0.1 0.9 293 1000 0.0145519 30 0.623741 0.033
0.1 0.9 293 1000 0.0181899 29 0.623279 0.018
0.1 0.9 293 1000 0.0227374 27 0.618264 0
0.1 0.9 293 1000 0.0284217 25 0.61285 0.029
0.1 0.9 293 1000 0.0355271 20 0.510434 0
0.1 0.9 293 1000 0.0444089 15 0.438115 0
0.1 0.9 366 1000 0 176 0.708408 0.173
0.1 0.9 366 1000 0.00125 74 0.70303 0.178
0.1 0.9 366 1000 0.0015625 71 0.700436 0.213
0.1 0.9 366 1000 0.00195312 65 0.696545 0.219
0.1 0.9 366 1000 0.00244141 59 0.694745 0.211
0.1 0.9 366 1000 0.00305176 56 0.691889 0.219
0.1 0.9 366 1000 0.0038147 52 0.690042 0.217
0.1 0.9 366 1000 0.00476837 50 0.68951 0.218
0.1 0.9 366 1000 0.00596046 44 0.685492 0.215
0.1 0.9 366 1000 0.00745058 41 0.680941 0.219
0.1 0.9 366 1000 0.00931323 38 0.673186 0.215
0.1 0.9 366 1000 0.0116415 30 0.625068 0.002
0.1 0.9 366 1000 0.0145519 28 0.607185 0.002
0.1 0.9 366 1000 0.0181899 28 0.607186 0.001
0.1 0.9 366 1000 0.0227374 28 0.60718 0.001
0.1 0.9 366 1000 0.0284217 27 0.607167 0.001
0.1 0.9 366 1000 0.0355271 21 0.506176 0.002
0.1 0.9 366 1000 0.0444089 16 0.445711 0.007
0.1 0.9 457 1000 0 176 0.712213 0.214
0.1 0.9 457 1000 0.00125 78 0.707304 0.223
0.1 0.9 457 1000 0.0015625 69 0.706112 0.22
0.1 0.9 457 1000 0.00195312 63 0.703835 0.214
0.1 0.9 457 1000 0.00244141 61 0.703066 0.213
0.1 0.9 457 1000 0.00305176 57 0.693133 0.21
0.1 0.9 457 1000 0.0038147 53 0.687776 0.214
0.1 0.9 457 1000 0.00476837 46 0.682689 0.213
0.1 0.9 457 1000 0.00596046 42 0.676476 0.214
0.1 0.9 457 1000 0.00745058 38 0.67093 0.214
0.1 0.9 457 1000 0.00931323 34 0.669914 0.216
0.1 0.9 457 1000 0.0116415 33 0.637927 0.001
0.1 0.9 457 1000 0.0145519 28 0.607787 0.001
0.1 0.9 457 1000 0.0181899 27 0.605508 0.009
0.1 0.9 457 1000 0.0227374 26 0.605514 0.005
0.1 0.9 457 1000 0.0284217 25 0.575737 0.005
0.1 0.9 457 1000 0.0355271 18 0.495176 0.003
0.1 0.9 457 1000 0.0444089 14 0.427416 0
0.1 0.9 571 1000 0 176 0.777233 0.217
0.1 0.9 571 1000 0.00125 70 0.773978 0.213
0.1 0.9 571 1000 0.0015625 58 0.770017 0.219
0.1 0.9 571 1000 0.00195312 57 0.769634 0.219
0.1 0.9 571 1000 0.00244141 56 0.769137 0.216
0.1 0.9 571 1000 0.00305176 54 0.768864 0.217
0.1 0.9 571 1000 0.0038147 46 0.761874 0.219
0.1 0.9 571 1000 0.00476837 40 0.757476 0.218
0.1 0.9 571 1000 0.00596046 36 0.752162 0.22
0.1 0.9 571 1000 0.00745058 34 0.752149 0.217
0.1 0.9 571 1000 0.00931323 34 0.752134 0.221
0.1 0.9 571 1000 0.0116415 31 0.752013 0.215
0.1 0.9 571 1000 0.0145519 28 0.699865 0.001
0.1 0.9 571 1000 0.0181899 26 0.673184 0.001
0.1 0.9 571 1000 0.0227374 26 0.673196 0.004
0.1 0.9 571 1000 0.0284217 25 0.673197 0
0.1 0.9 571 1000 0.0355271 21 0.564207 0.006
0.1 0.9 571 1000 0.0444089 14 0.456955 0.001
0.1 0.9 713 1000 0 176 0.715274 0.21
0.1 0.9 713 1000 0.00125 65 0.710835 0.216
0.1 0.9 713 1000 0.0015625 61 0.710413 0.215
0.1 0.9 713 1000 0.00195312 59 0.70835 0.216
0.1 0.9 713 1000 0.00244141 52 0.707301 0.215
0.1 0.9 713 1000 0.00305176 48 0.706899 0.217
0.1 0.9 713 1000 0.0038147 43 0.699259 0.218
0.1 0.9 713 1000 0.00476837 39 0.696591 0.217
0.1 0.9 713 1000 0.00596046 35 0.695357 0.214
0.1 0.9 713 1000 0.00745058 32 0.693602 0.218
0.1 0.9 713 1000 0.00931323 31 0.691173 0.216
0.1 0.9 713 1000 0.0116415 27 0.641488 0
0.1 0.9 713 1000 0.0145519 27 0.641487 0.004
0.1 0.9 713 1000 0.0181899 26 0.639912 0.008
0.1 0.9 713 1000 0.0227374 26 0.639915 0
0.1 0.9 713 1000 0.0284217 23 0.613137 0.007
0.1 0.9 713 1000 0.0355271 21 0.585108 0
0.1 0.9 713 1000 0.0444089 13 0.422442 0.003
0.1 0.9 891 1000 0 176 0.739822 0.217
0.1 0.9 891 1000 0.00125 69 0.736259 0.219
0.1 0.9 891 1000 0.0015625 68 0.73634 0.218
0.1 0.9 891 1000 0.00195312 62 0.735136 0.216
0.1 0.9 891 1000 0.00244141 57 0.734393 0.214
0.1 0.9 891 1000 0.00305176 54 0.733909 0.215
0.1 0.9 891 1000 0.0038147 46 0.730607 0.213
0.1 0.9 891 1000 0.00476837 42 0.724685 0.215
0.1 0.9 891 1000 0.00596046 40 0.720917 0.219
0.1 0.9 891 1000 0.00745058 36 0.718029 0.22
0.1 0.9 891 1000 0.00931323 32 0.718029 0.223
0.1 0.9 891 1000 0.0116415 30 0.717273 0.222
0.1 0.9 891 1000 0.0145519 27 0.654522 0.002
0.1 0.9 891 1000 0.0181899 26 0.652348 0
0.1 0.9 891 1000 0.0227374 26 0.652335 0.044
0.1 0.9 891 1000 0.0284217 26 0.652346 0.005
0.1 0.9 891 1000 0.0355271 24 0.622809 0.001
0.1 0.9 891 1000 0.0444089 16 0.45006 0.014
0.1 0.9 1113 1000 0 176 0.737896 0.213
0.1 0.9 1113 1000 0.00125 70 0.730698 0.218
0.1 0.9 1113 1000 0.0015625 57 0.72578 0.222
0.1 0.9 1113 1000 0.00195312 52 0.72475 0.218
0.1 0.9 1113 1000 0.00244141 50 0.723982 0.215
0.1 0.9 1113 1000 0.00305176 49 0.723967 0.21
0.1 0.9 1113 1000 0.0038147 43 0.718343 0.215
0.1 0.9 1113 1000 0.00476837 39 0.713921 0.222
0.1 0.9 1113 1000 0.00596046 37 0.713957 0.217
0.1 0.9 1113 1000 0.00745058 32 0.710261 0.221
0.1 0.9 1113 1000 0.00931323 30 0.707816 0.217
0.1 0.9 1113 1000 0.0116415 26 0.651822 0
0.1 0.9 1113 1000 0.0145519 26 0.651848 0.001
0.1 0.9 1113 1000 0.0181899 26 0.651839 0.005
0.1 0.9 1113 1000 0.0227374 26 0.651842 0.001
0.1 0.9 1113 1000 0.0284217 26 0.651817 0.001
0.1 0.9 1113 1000 0.0355271 23 0.624387 0.002
0.1 0.9 1113 1000 0.0444089 15 0.450938 0.002
0.1 0.9 1391 1000 0 176 0.721929 0.215
0.1 0.9 1391 1000 0.00125 57 0.71551 0.22
0.1 0.9 1391 1000 0.0015625 55 0.715242 0.219
0.1 0.9 1391 1000 0.00195312 50 0.714521 0.215
0.1 0.9 1391 1000 0.00244141 46 0.713966 0.223
0.1 0.9 1391 1000 0.00305176 44 0.713509 0.212
0.1 0.9 1391 1000 0.0038147 38 0.711775 0.216
0.1 0.9 1391 1000 0.00476837 38 0.71178 0.219
0.1 0.9 1391 1000 0.00596046 34 0.703164 0.21
0.1 0.9 1391 1000 0.00745058 31 0.701515 0.218
0.1 0.9 1391 1000 0.00931323 30 0.699933 0.216
0.1 0.9 1391 1000 0.0116415 30 0.699919 0.217
0.1 0.9 1391 1000 0.0145519 26 0.643278 0.011
0.1 0.9 1391 1000 0.0181899 26 0.643299 0.013
0.1 0.9 1391 1000 0.0227374 26 0.643272 0
0.1 0.9 1391 1000 0.0284217 26 0.643283 0.011
0.1 0.9 1391 1000 0.0355271 26 0.643292 0.012
0.1 0.9 1391 1000 0.0444089 14 0.410333 0.003
0.1 0.9 1738 1000 0 176 0.728753 0.213
0.1 0.9 1738 1000 0.00125 58 0.723951 0.212
0.1 0.9 1738 1000 0.0015625 50 0.723102 0.216
0.1 0.9 1738 1000 0.00195312 48 0.722753 0.219
0.1 0.9 1738 1000 0.00244141 45 0.722269 0.216
0.1 0.9 1738 1000 0.00305176 42 0.72209 0.215
0.1 0.9 1738 1000 0.0038147 39 0.721364 0.209
0.1 0.9 1738 1000 0.00476837 38 0.720066 0.214
0.1 0.9 1738 1000 0.00596046 36 0.711517 0.217
0.1 0.9 1738 1000 0.00745058 32 0.710521 0.213
0.1 0.9 1738 1000 0.00931323 30 0.710522 0.216
0.1 0.9 1738 1000 0.0116415 29 0.709805 0.214
0.1 0.9 1738 1000 0.0145519 26 0.646166 0
0.1 0.9 1738 1000 0.0181899 26 0.646159 0.005
0.1 0.9 1738 1000 0.0227374 26 0.646152 0.002
0.1 0.9 1738 1000 0.0284217 26 0.646167 0.001
0.1 0.9 1738 1000 0.0355271 26 0.646155 0.009
0.1 0.9 1738 1000 0.0444089 13 0.393176 0.009
0.1 0.9 2172 1000 0 176 0.735434 0.207
