# Maze size:               2x2
# strategy               = sparse
# epsilon                = 0
# discount               = 0.5
# episodes               = 100
# transitions            = 1000
# min training length    = 239
# max training length    = 1000
# training length factor = 1.1
# training length incr.  = 10
# L1 coefficient         = 0.0001
# max tree size          = 10000
# feature complexity     = 2
# 
# Reward 0
#     ACTIVATION_STATE : 0
#     RECEIVE_STATE    : 3
#     TIME_DELAY       : 2
#     reward           : 1
#     activation       : EACH_TIME
# 
# 
# 
# Episode	training_length	feature_n	utree_size	episode_mean_reward
# 
95 	349	173	0	0.25
4 	393	170	0	0.25
100 	349	172	0	0.25
97 	349	173	0	0.25
98 	349	171	0	0.25
2 	393	174	0	0.25
7 	393	172	0	0.25
3 	393	173	0	0.25
8 	393	170	0	0.25
5 	393	174	0	0.25
6 	393	172	0	0.25
9 	393	174	0	0.25
13 	393	171	0	0.25
16 	393	172	0	0.25
15 	393	172	0	0.25
14 	393	173	0	0.25
11 	393	174	0	0.25
10 	393	175	0	0.25
12 	393	173	0	0.25
18 	393	175	0	0.25
17 	393	173	0	0.25
19 	393	174	0	0.25
20 	393	172	0	0.25
21 	393	175	0	0.25
23 	393	176	0	0.25
25 	393	175	0	0.25
27 	393	172	0	0.25
22 	393	175	0	0.25
24 	393	174	0	0.25
26 	393	167	0	0.25
28 	393	175	0	0.25
29 	393	170	0	0.25
34 	393	173	0	0.25
31 	393	175	0	0.25
30 	393	176	0	0.25
35 	393	174	0	0.25
33 	393	169	0	0.25
32 	393	176	0	0.25
37 	393	176	0	0.25
36 	393	175	0	0.25
40 	393	174	0	0.25
41 	393	173	0	0.25
38 	393	175	0	0.25
39 	393	174	0	0.25
43 	393	175	0	0.25
42 	393	171	0	0.25
44 	393	175	0	0.25
45 	393	173	0	0.25
47 	393	174	0	0.25
46 	393	176	0	0.25
49 	393	171	0	0.25
48 	393	173	0	0.25
52 	393	173	0	0.25
51 	393	175	0	0.25
54 	393	172	0	0.25
50 	393	173	0	0.25
53 	393	175	0	0.25
57 	393	172	0	0.25
63 	393	174	0	0.25
59 	393	176	0	0.25
55 	393	175	0	0.25
64 	393	172	0	0.25
62 	393	174	0	0.25
56 	393	175	0	0.25
58 	393	176	0	0.25
61 	393	170	0	0.25
60 	393	174	0	0.25
65 	393	174	0	0.25
69 	393	171	0	0.25
66 	393	169	0	0.25
70 	393	176	0	0.25
67 	393	175	0	0.25
68 	393	175	0	0.25
72 	393	176	0	0.25
75 	393	172	0	0.25
71 	393	175	0	0.25
74 	393	176	0	0.25
79 	393	175	0	0.25
73 	393	174	0	0.25
76 	393	173	0	0.25
80 	393	176	0	0.25
78 	393	175	0	0.25
77 	393	176	0	0.25
84 	393	174	0	0.25
82 	393	175	0	0.25
83 	393	174	0	0.25
89 	393	173	0	0.25
81 	393	174	0	0.25
85 	393	174	0	0.25
86 	393	171	0	0.25
87 	393	175	0	0.25
88 	393	176	0	0.25
94 	393	173	0	0.25
95 	393	175	0	0.25
91 	393	169	0	0.25
